ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,random
A-22567,MapQuest,201,2,9/30/2016 10:57,9/30/2016 11:27,38.609367,-121.410728,,,0,Accident on Bell St both ways at Pamela Ln.,2416,Bell St,R,Sacramento,Sacramento,CA,95825-1008,US,US/Pacific,KMCC,9/30/2016 10:55,66.2,,49,30.08,10,SE,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.422813182
A-34284,MapQuest,203,2,4/12/2016 11:37,4/12/2016 12:07,37.701061,-122.393188,,,0.01,Multi-vehicle accident on US-101 Northbound at Exit 429A Harney Way.,,US-101 N,R,Brisbane,San Mateo,CA,94005,US,US/Pacific,KSFO,4/12/2016 11:56,57.9,,75,30.24,10,West,24.2,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.21629405
A-2120,MapQuest,241,3,7/5/2016 3:52,7/5/2016 4:52,38.076405,-122.231857,,,0,Lane blocked due to accident on I-80 Eastbound before Exits 29A 29B CA-29.,,CA-29,R,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,7/5/2016 3:54,53.1,,93,29.95,10,West,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.760509848
A-33537,MapQuest,201,3,4/7/2016 13:16,4/7/2016 13:46,37.31995,-121.994797,,,0,Right hand shoulder blocked due to accident on I-280 Northbound at Exit 9 County Hwy-G2 Lawrence Expy.,5181,Lapa Dr,R,San Jose,Santa Clara,CA,95129-1837,US,US/Pacific,KSJC,4/7/2016 12:53,77,,23,29.93,10,South,18.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.83349759
A-20967,MapQuest,201,2,9/19/2016 14:51,9/19/2016 15:50,38.618183,-121.415367,,,0,Accident on Marconi Ave at Howe Ave.,,Howe Ave,R,Sacramento,Sacramento,CA,95821,US,US/Pacific,KMCC,9/19/2016 14:55,95,,13,29.88,10,SSW,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.477351272
A-30556,MapQuest,201,3,9/8/2016 10:57,9/8/2016 11:27,38.054428,-121.371445,,,0,Accident big rig involved on I-5 Northbound at Exit 481 Eight Mile Rd.,,I-5 N,R,Stockton,San Joaquin,CA,95219,US,US/Pacific,KSCK,9/8/2016 10:55,75.9,,50,30.05,10,North,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.990294088
A-22506,MapQuest,201,2,9/29/2016 17:21,9/29/2016 17:50,38.652706,-121.292015,,,0,Accident on Sunset Ave at San Juan Ave.,4800,San Juan Ave,R,Fair Oaks,Sacramento,CA,95628-4719,US,US/Pacific,KMHR,9/29/2016 17:45,82.4,,21,29.96,10,SSW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.26285814
A-2793,MapQuest,201,2,7/12/2016 11:30,7/12/2016 12:00,36.59396,-121.872871,,,0,Lane blocked on exit ramp to one due to accident on CA-1 Northbound at Exit 401B CA-68 Salinas Hwy.,,Cabrillo Hwy N,R,Monterey,Monterey,CA,93940,US,US/Pacific,KMRY,7/12/2016 11:54,61,,72,30.07,10,WNW,11.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.732783612
A-6575,MapQuest,201,2,12/9/2016 19:29,12/9/2016 19:59,36.762592,-121.753784,,,0.01,Accident on CA-183 Merritt St at Pajaro St.,11208,Merritt St,L,Castroville,Monterey,CA,95012-3420,US,US/Pacific,KSNS,12/9/2016 19:18,57.9,,93,30.18,10,West,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.455703604
A-11212,MapQuest,201,2,1/15/2017 11:55,1/15/2017 12:24,37.939289,-122.309166,,,0.01,Accident on Arlington Blvd at Kensington Ave.,6559,Arlington Blvd,L,Richmond,Contra Costa,CA,94805-2032,US,US/Pacific,KCCR,1/15/2017 11:53,48,,77,30.12,5,Calm,,,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.572194235
A-8996,MapQuest,201,2,12/29/2016 18:05,12/29/2016 18:35,38.910248,-122.612274,,,0.01,Accident on Main St at CA-29.,9998,Highway 53,R,Lower Lake,Lake,CA,95457,US,US/Pacific,KSTS,12/29/2016 17:53,46.9,,80,30.1,10,WNW,3.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day,0.547590609
A-5905,MapQuest,201,3,12/6/2016 18:15,12/6/2016 18:59,38.610687,-121.510063,,,0.01,Accident on I-5 Northbound near Exits 521 521A Garden Hwy.,,I-5 N,R,Sacramento,Sacramento,CA,95833,US,US/Pacific,KMCC,12/6/2016 18:15,41,39,76,30.09,10,NE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day,0.702529383
A-18611,MapQuest,241,2,11/24/2016 16:23,11/24/2016 16:53,37.600033,-122.376717,,,0.01,#1 lane blocked due to accident on US-101 Eastbound at Exits 420 421 Millbrae Ave.,,Bayshore Fwy S,R,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,11/24/2016 15:56,57.9,,60,30.17,10,North,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.403833264
A-5564,MapQuest,201,3,12/4/2016 15:54,12/4/2016 16:39,37.3363,-121.857147,,,0.01,Accident on I-280 Northbound at Exit 1A McLaughlin Ave.,,McLaughlin Ave,R,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,12/4/2016 15:47,59,,59,30.14,10,NW,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.159244591
A-4153,MapQuest,201,2,7/25/2016 16:15,7/25/2016 16:45,37.550121,-122.292671,,,0,Accident on US-101 Northbound at Exit 414B CA-92.,,US-101 N,R,San Mateo,San Mateo,CA,94403,US,US/Pacific,KSQL,7/25/2016 15:47,77,,47,29.92,10,NNW,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.619775816
A-21708,MapQuest,201,2,9/23/2016 16:25,9/23/2016 16:54,38.51926,-121.4571,,,0,Accident on Garibaldi St in Sacramento.,4300,37th Ave,R,Sacramento,Sacramento,CA,95824-2806,US,US/Pacific,KSAC,9/23/2016 16:53,82.9,,13,30.04,10,NW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.873115009
A-18640,MapQuest,241,2,11/24/2016 19:35,11/24/2016 20:04,37.333897,-122.049377,,,0.01,#1 lane blocked due to accident on CA-85 Northbound at I-280.,,Junipero Serra Fwy N,R,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,11/24/2016 19:56,51.1,,74,30.19,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.562765781
A-5505,MapQuest,222,2,12/3/2016 22:25,12/3/2016 22:53,37.255634,-121.857521,,,0.01,Queueing traffic and right hand shoulder blocked due to accident on CA-85 Southbound at Exits 5A 5B CA-87.,,Norman Y Mineta Hwy,R,San Jose,Santa Clara,CA,95123,US,US/Pacific,KRHV,12/3/2016 21:48,48.2,,76,30.2,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.129820907
A-35512,MapQuest,201,2,4/21/2016 10:49,4/21/2016 11:19,37.400574,-122.03569,,,0.01,Accident on CA-237 Westbound at Exit 3A US-101. On the median.,,Southbay Fwy,R,Sunnyvale,Santa Clara,CA,94085,US,US/Pacific,KNUQ,4/21/2016 10:56,66.9,,61,29.92,10,Variable,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.740542302
A-36410,MapQuest,201,3,4/27/2016 12:27,4/27/2016 12:57,37.429478,-121.918472,,,0.01,Right hand shoulder blocked due to accident on I-880 Southbound at Exits 8A 8B 8C CA-237 Calaveras Blvd.,,Nimitz Fwy S,R,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,4/27/2016 12:44,57,,74,29.95,8,WNW,23,0.02,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.069632192
A-1101,MapQuest,201,3,6/24/2016 9:50,6/24/2016 10:20,38.380421,-121.477669,,,0,Left hand shoulder blocked due to accident on I-5 Northbound at Exit 504 Hood Franklin Rd.,,I-5 N,R,Elk Grove,Sacramento,CA,95757,US,US/Pacific,KSAC,6/24/2016 9:53,72,,49,30.04,10,North,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.361256605
A-38751,MapQuest,201,2,5/17/2016 13:01,5/17/2016 13:31,38.01857,-121.895065,,,0.01,Restrictions on exit ramp due to accident on CA-4 Westbound at Exit 23 California Ave.,,CA-4 W,R,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,5/17/2016 12:53,87.1,,21,29.88,10,North,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.605816892
A-8089,MapQuest,336,3,12/21/2016 19:37,12/21/2016 20:07,37.491714,-121.919075,,,0.01,Lane blocked on exit ramp due to accident and oil spillage on I-680 Northbound at Exit 12 CA-262 Mission Blvd.,,I-680 N,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,12/21/2016 19:56,55.9,,47,30.06,10,NNW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.065901107
A-14312,MapQuest,241,2,11/1/2016 3:02,11/1/2016 3:46,38.389908,-122.285423,,,0,Lane blocked due to recovery work and accident on Soda Springs Rd both ways at Soda Canyon Rd.,2001,Soda Canyon Rd,L,Napa,Napa,CA,94558-9759,US,US/Pacific,KAPC,11/1/2016 2:54,57.9,,87,29.96,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.919801144
A-12591,MapQuest,201,2,1/25/2017 9:44,1/25/2017 10:13,37.119289,-121.626114,,,0.01,Accident on US-101 Northbound before Exit 365 Tennant Ave.,,Tennant Ave,R,Morgan Hill,Santa Clara,CA,95037,US,US/Pacific,KE16,1/25/2017 9:35,37.4,34.9,93,30.37,10,ESE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.731954574
A-17258,MapQuest,201,3,11/17/2016 9:28,11/17/2016 9:57,37.943516,-122.480331,,,2.12,Right hand shoulder blocked due to accident on I-580 Westbound from Richmond San Rafael Bridge to Exits 2 2B Main St.,,Main St,R,San Rafael,Marin,CA,94901,US,US/Pacific,KDVO,11/17/2016 9:35,53.6,,58,30.15,10,NNW,9.2,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.464789549
A-3564,MapQuest,201,3,7/20/2016 14:55,7/20/2016 15:25,37.71928,-122.176796,,,0,Right hand shoulder blocked due to accident on I-880 Northbound after Exit 34 CA-61 Davis St.,,I-880 N,R,San Leandro,Alameda,CA,94577,US,US/Pacific,KOAK,7/20/2016 14:53,70,,53,30.05,10,WNW,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.074328203
A-13842,MapQuest,201,2,10/27/2016 13:58,10/27/2016 14:43,37.63736,-121.891136,,,0.01,Accident on Foothill Rd at Castlewood Dr.,,Castlewood Dr,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,10/27/2016 13:53,61,,87,29.94,3,ENE,4.6,0.03,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.226560689
A-29022,MapQuest,201,3,8/28/2016 17:13,8/28/2016 17:43,37.681087,-122.124298,,,0,Accident on I-880 Southbound at Exits 30 31A I-238.,,Nimitz Fwy S,R,San Lorenzo,Alameda,CA,94580,US,US/Pacific,KHWD,8/28/2016 16:54,70,,51,30.07,10,WNW,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.000549189
A-32003,MapQuest,201,3,3/29/2016 13:14,3/29/2016 13:44,37.701603,-121.874664,,,0,Accident on I-580 Westbound at Exit 47 Tassajara Rd.,,I-580 W,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,3/29/2016 12:53,62.1,,32,29.87,10,WNW,8.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.453135227
A-666,MapQuest,201,3,3/15/2016 13:13,3/15/2016 14:13,39.733723,-84.204971,,,0.01,Accident on I-75 Northbound at Exit 51 Edwin C Moses Blvd.,,I-75 N,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,3/15/2016 13:22,62.1,,72,29.83,10,South,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.475850186
A-15523,MapQuest,201,3,11/7/2016 11:45,11/7/2016 12:14,37.701668,-121.769699,,,0.01,Right hand shoulder blocked due to accident on I-580 Westbound at Exits 52 52B County Hwy-J2 Livermore Ave.,,I-580 W,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,11/7/2016 11:53,69.1,,58,30.14,10,NNE,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.843286148
A-21574,MapQuest,201,2,9/22/2016 21:42,9/22/2016 22:11,39.264881,-121.197037,,,0,Accident on Pleasant Valley Rd at Bitney Springs Rd.,,Bitney Springs Rd,R,Penn Valley,Nevada,CA,95946,US,US/Pacific,KGOO,9/22/2016 21:35,53.6,,54,30.09,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.665868362
A-39424,MapQuest,241,2,5/21/2016 8:30,5/21/2016 10:20,37.589874,-122.36113,,,0.01,One lane blocked due to accident on US-101 Southbound at Broadway.,,Bayshore Fwy S,R,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,5/21/2016 8:56,57,,69,30.01,10,West,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.320747759
A-16211,MapQuest,201,2,11/10/2016 16:14,11/10/2016 16:44,37.282345,-121.808533,,,0.01,Accident on US-101 Northbound at Exit 380 Hellyer Ave. On the median.,,US-101 N,R,San Jose,Santa Clara,CA,95138,US,US/Pacific,KRHV,11/10/2016 15:47,73.4,,65,30.02,10,Variable,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.816864697
A-6291,MapQuest,241,3,12/8/2016 17:15,12/8/2016 17:45,38.120224,-122.23027,,,0.01,#1 lane blocked due to accident on I-80 Eastbound at Exits 32 32A 32B Redwood Pkwy.,,I-80 E,R,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,12/8/2016 16:54,54,,90,30.11,6,East,12.7,0.02,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day,0.611180625
A-18541,MapQuest,201,3,11/24/2016 4:12,11/24/2016 4:57,37.708939,-121.723686,,,0.01,Right hand shoulder blocked due to accident on I-580 Eastbound at Exit 55 Vasco Rd.,,I-580 E,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,11/24/2016 3:53,37,,89,30.34,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.571428428
A-31185,MapQuest,241,2,3/23/2016 12:26,3/23/2016 12:56,37.743958,-122.405594,,,0.01,Left lane blocked and delays due to accident on US-101 Northbound at Exit 432 Cesar Chavez.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,3/23/2016 12:56,62.1,,58,30.33,10,NE,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.801751966
A-14081,MapQuest,201,2,10/30/2016 17:16,10/30/2016 17:45,38.704971,-122.11898,,,0.01,Accident on CA-16 at Tabers Cor.,15882,State Highway 16,L,Capay,Yolo,CA,95607-9707,US,US/Pacific,KEDU,10/30/2016 17:15,62.6,,68,29.89,10,SW,18.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.382500461
A-15121,MapQuest,241,2,11/4/2016 18:49,11/4/2016 19:19,37.312004,-121.885101,,,0.01,One lane blocked due to accident on CA-87 Guadalupe Pkwy Southbound at Exits 4 5 6 I-280.,,Guadalupe Pkwy S,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,11/4/2016 18:53,68,,52,30.09,10,North,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day,0.600644346
A-28393,MapQuest,201,2,8/23/2016 11:38,8/23/2016 12:23,38.395512,-122.533806,,,0,Accident on CA-12 Sonoma Hwy at Kunde Dr.,11250,Sonoma Hwy,R,Glen Ellen,Sonoma,CA,95442,US,US/Pacific,KO69,8/23/2016 11:35,64.4,,4,30.11,10,NNW,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.899454688
A-24959,MapQuest,201,2,10/16/2016 19:10,10/16/2016 20:00,38.559971,-121.466576,,,0.01,Accident on US-50 Eastbound at Exits 5B 6B 6C 7 I-80 Bus Capital City Fwy.,,US-50 E,R,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,10/16/2016 18:53,62.1,,80,29.72,10,SSW,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day,0.256487587
A-37085,MapQuest,229,3,5/2/2016 19:28,5/2/2016 20:15,37.547215,-121.919724,,,0.01,Slow traffic due to accident on I-680 Northbound at Exits 18 18A Vargas Rd.,,I-680 N,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,5/2/2016 19:56,60.1,,75,30.02,10,NNW,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.660485194
A-24211,MapQuest,201,3,10/13/2016 6:41,10/13/2016 7:14,37.725056,-122.137413,,,0.01,Right hand shoulder blocked due to accident on I-580 Westbound at Exits 31 31B Grand Ave.,,I-580 W,R,San Leandro,Alameda,CA,94577,US,US/Pacific,KOAK,10/13/2016 6:53,59,,81,30.06,10,ESE,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day,0.329759202
A-6704,MapQuest,201,3,12/10/2016 16:17,12/10/2016 17:02,37.794292,-122.206039,,,0.01,Accident on I-580 Eastbound at Exit 24 35th Ave.,,I-580 E,R,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,12/10/2016 15:53,59,,93,30.06,7,WSW,6.9,0,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.821725595
A-36177,MapQuest,201,2,4/26/2016 10:49,4/26/2016 11:19,36.982014,-121.985054,,,0,Accident on Paul Minnie Ave at Rodriguez St.,2201,Paul Minnie Ave,L,Santa Cruz,Santa Cruz,CA,95062-1767,US,US/Pacific,KWVI,4/26/2016 10:53,57.9,,70,30.1,10,SSW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.467197938
A-27774,MapQuest,201,2,8/18/2016 11:29,8/18/2016 12:14,38.683891,-121.457001,,,0,Accident on County Hwy-E14 Elkhorn Blvd Westbound at Rio Linda Blvd.,,Elkhorn Blvd,R,Rio Linda,Sacramento,CA,95673,US,US/Pacific,KMCC,8/18/2016 11:35,82.4,,37,29.85,7,SSE,5.8,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day,0.851693312
A-36699,MapQuest,201,2,4/28/2016 20:29,4/28/2016 21:44,38.600071,-121.440025,,,0.01,Right hand shoulder blocked due to accident on CA-160 Northbound in Sacramento.,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95815,US,US/Pacific,KMCC,4/28/2016 20:35,69.8,,28,29.86,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day,0.642357495
A-22626,MapQuest,201,2,9/30/2016 18:28,9/30/2016 18:58,38.101051,-121.30632,,,0,Accident on County Hwy-J10 Lower Sacramento Rd at Harney Ln.,2601,E Harney Ln,L,Lodi,San Joaquin,CA,95242,US,US/Pacific,KSCK,9/30/2016 18:55,64,,48,30.01,10,West,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.435708632
A-12266,MapQuest,241,2,1/23/2017 2:08,1/23/2017 2:53,37.841545,-122.224525,,,0.01,One lane blocked due to accident on CA-13 Warren Fwy Southbound at Exit 5 Broadway Ter.,,Broadway Ter,R,Oakland,Alameda,CA,94611,US,US/Pacific,KOAK,1/23/2017 1:53,48,,80,29.75,10,Calm,,0.01,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.828383132
A-20202,MapQuest,201,2,9/15/2016 10:32,9/15/2016 11:02,37.807072,-122.475616,,,0,Accident on US-101 Golden Gate Brg Southbound at Toll Plaza.,,Golden Gate Brg S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,9/15/2016 10:56,62.1,,72,30.08,10,WNW,15,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.840733928
A-4129,MapQuest,201,3,7/25/2016 12:59,7/25/2016 13:29,37.781715,-122.39724,,,0,Left hand shoulder blocked due to accident on I-80 Westbound at Exits 2 2A Harrison St.,107,Perry St,R,San Francisco,San Francisco,CA,94107-4217,US,US/Pacific,KOAK,7/25/2016 12:53,68,,65,29.94,10,NW,16.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.125391653
A-22637,MapQuest,201,3,9/30/2016 20:25,9/30/2016 20:55,37.701683,-121.882782,,,0,Accident on I-580 Westbound at Exit 46 Hacienda Dr. On the median.,,I-580 W,R,Dublin,Alameda,CA,94568,US,US/Pacific,KLVK,9/30/2016 20:53,57,,72,30.06,10,SW,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.628138305
A-12608,MapQuest,201,3,1/25/2017 10:49,1/25/2017 11:19,38.679665,-121.340218,,,0.01,Right hand shoulder blocked due to accident on I-80 Westbound at Exit 98 County Hwy-E14 Greenback Ln.,,I-80 W,R,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,1/25/2017 10:50,46.4,44.3,66,30.37,10,SW,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.490035188
